READ serr 2 
-2.40653824979     -2.23143020987     0.171335580615
-1.94526373979     -2.60490947657     0.158480912562
-1.73288695006     -2.439000901     0.15442346062
-1.5915204028     -3.50483453472     0.272397276929
-1.48521480445     -2.99741836771     0.0669133713717
-1.39068684783     -2.92273602891     0.0628402873592
-1.29023019333     -3.40300357862     0.160920578512
-1.1844513738     -3.35425878989     0.139864085656
-1.07604978215     -3.17751309582     0.133542828519
-0.967355484015     -3.63301836438     0.258481019634
-0.857898791773     -3.0681423398     0.0940137648623
-0.746316496099     -3.28659295657     0.111581993631
-0.633880061919     -3.33476804304     0.0807530581721
-0.521077229622     -2.94076553033     0.077403605075
-0.408408218874     -3.12400199183     0.0640511629155
-0.295679520847     -3.07730571421     0.0585262011805
-0.182846573497     -3.04073672906     0.0540030576153
-0.0697671548934     -3.29304885668     0.0553944447897
0.0437501574908     -3.10726836619     0.0484324606681
0.157531276975     -3.09539820755     0.0394375579183
0.271252809019     -3.13496388732     0.0344080375577
0.38500193043     -3.10754922584     0.0275214709388
0.498812853028     -3.11262729124     0.0260475520168
0.612660026141     -3.1127254388     0.0222291842821
